#,phrase,label,sentiment
3614,hommmmeeworrkkk boooo espéron avoir passer bon nuit,4,neutre
3615,venir gommer oeuf gommeux pêche bouffer chee soud once gros cul grand,4,neutre
3616,remonter avoir manquer beaucoup jon,4,neutre
3617,an doublezzzzzzzzzzz,4,neutre
3618,aucun être train jouer,4,neutre
3619,paronychie mal,4,neutre
3620,vien demander ami porcelet the sérieusement,4,neutre
3621,lol byeee tim to go,4,neutre
3622,suppose sarcasm difficile montrer,4,neutre
3623,faire pousser poulet épinard mettre dvd parie canicul,4,neutre
3624,oh enseignant ici donner gogome pourrir manger faim manger autour mauvais pièce jajaja,4,neutre
3625,non,4,neutre
3626,mangé cookie halluciner,4,neutre
3627,vien réveiller siest,4,neutre
3628,prendre pause dire être,4,neutre
3629,paquet thé menthe marocain camion entier ther,4,neutre
3630,ooh affamer chose sorte cuisine jambe bras attaqu réfrigérateur poulet froid excitant,4,neutre
3631,être voir,4,neutre
3632,an année,4,neutre
3633,faire course morgan franc,4,neutre
3634,excité vis pays galle,4,neutre
3635,commencer profiter ville paresseux cher,4,neutre
3636,cerveau optimiser parcour recherche neuronal retrouver muscle,4,neutre
3637,twitter réveillé,4,neutre
3638,bowling merde déchiré,4,neutre
3639,pensé,4,neutre
3640,lollipop tardif,4,neutre
3641,,4,neutre
3642,généralement zzzz,4,neutre
3643,difficile,4,neutre
3644,téléphoner tête gauche mort téléphoner portable compagnie voyage,4,neutre
3645,pleuvoir journer aller pleuvoir bien,4,neutre
3646,concert préparer semaine travailler,4,neutre
3647,marche espérer recevoir famille nguyen,4,neutre
3648,savoir,4,neutre
3649,entendre,4,neutre
3650,faire,4,neutre
3651,point partir journée passionnant travail,4,neutre
3652,croire être endormi heure rock'n'roll tx,4,neutre
3653,aucun,4,neutre
3654,savoir,4,neutre
3655,travailler laboratoir,4,neutre
3656,déçu fête par accrocher parler rien,4,neutre
3657,devoir recommencer caca,4,neutre
3658,,4,neutre
3659,devoir sortir,4,neutre
3660,désolé,4,neutre
3661,enfant vacance,4,neutre
3662,camp école embarquement,4,neutre
3663,extrêmement affamer,4,neutre
3664,pensai probablement tournage jun sain,4,neutre
3665,censé,4,neutre
3666,vien abonnemer everquest jouer temps,4,neutre
3667,essayer vendre,4,neutre
3668,énorme mal tête aller travail,4,neutre
3669,avoir recette développé dépendance trouver,4,neutre
3670,glace plui,4,neutre
3671,nerdy penser pouvoir réseau métropolitain,4,neutre
3672,lol goodnight,4,neutre
3673,long journée demain,4,neutre
3674,venir voir petit énorme stingray pied plage catsey maré,4,neutre
3675,ressembler publiciter mot correspondre parfaitement fond veux dormir,4,neutre
3676,sentir bon idée courir être malade,4,neutre
3677,laisse deviner hahaha not,4,neutre
3678,prendre angus crain sai test fonction pulmonaire,4,neutre
3679,faire,4,neutre
3680,bisou hershey génial,4,neutre
3681,vouloir aller easterfest,4,neutre
3682,considère fortement manquer,4,neutre
3683,neiger imaginer temps hawaï moment,4,neutre
3684,mettre jour profil besoin triste,4,neutre
3685,lisez mis bulletin pouvoir simplement comprendre fou,4,neutre
3686,thelma voir shiz voi vide commente,4,neutre
3687,aller zeist vouloir rester ici faire travail,4,neutre
3688,pensai pouvoir acheter silent hill psp magasin trouver,4,neutre
3689,sommeil baiser décider faire devoir place,4,neutre
3690,besoin vacance jour congé,4,neutre
3691,désolé,4,neutre
3692,devoir faire révision espagnol,4,neutre
3693,rhume jouer hier,4,neutre
3694,,4,neutre
3695,écoute chanson génial savoir nom veux télécharger limewir,4,neutre
3696,dire pouvoir question gagner,4,neutre
3697,bon journée bon,4,neutre
3698,aller mexiqu,4,neutre
3699,autant savoir parlon facilement offensé,4,neutre
3700,circulation mauvais super tôt réunion,4,neutre
3701,hyphy côte,4,neutre
3702,être synchronisation stummic lancer,4,neutre
3703,fièvre,4,neutre
3704,troybolton ongle pleur,4,neutre
3705,devoir vraiment aller dormir pouvoir lever tôt demain,4,neutre
3706,laboratoir mathématique,4,neutre
3707,magie produire lol sophia excellent prendre,4,neutre
3708,pouvoir,4,neutre
3709,essayer vraiment tomber malade vien prendre débarrasser,4,neutre
3710,ravi concert aligner aucun mo,4,neutre
3711,isnt feelin,4,neutre
3712,hmmm bien bon chance,4,neutre
3713,lit travailler am,4,neutre
3714,plui plaît,4,neutre
3715,plupart pa,4,neutre
3716,yay hannah montana disney channel,4,neutre
3717,part monde moment soleil brill occuper ici,4,neutre
3718,discours être,4,neutre
3719,ya too,4,neutre
3720,unc dominer colline document copule gaussienn affaire,4,neutre
3721,tks pa thon croître connaître rencontre do do matin zuraidah tks acheter fav starbuck mocha frap,4,neutre
3722,nom twitter oberon mort siècle,4,neutre
3723,beaucoup gentil,4,neutre
3724,oh em veux ravager chose,4,neutre
3725,trouver sana rendre compte fille mange problème,4,neutre
3726,bonjour envoyer trop cher question douter supposer,4,neutre
3727,bon interview combinatrice semaine supposer,4,neutre
3728,réunion matin,4,neutre
3729,lit,4,neutre
3730,ahh avoir raison pixar,4,neutre
3731,regarder essayer fonctionne,4,neutre
3732,vien finir cuisiner bol spag partir zéro cuisiner faim,4,neutre
3733,oh noooooo kath congé annuel,4,neutre
3734,travail,4,neutre
3735,but rn,4,neutre
3736,terrain vente client vente développemer,4,neutre
3737,ennuyer faire devoir,4,neutre
3738,bais dormir,4,neutre
3739,éternuer sentir jour,4,neutre
3740,aww no invitation lol fraicheur jour,4,neutre
3741,nah classe heure matin,4,neutre
3742,entendre,4,neutre
3743,essayer lien youtube fonctionner,4,neutre
3744,merveilleux être heure lever heure,4,neutre
3745,,4,neutre
3746,,4,neutre
3747,matin,4,neutre
3748,jambe,4,neutre
3749,pisser dernièrement savoir blague mormon blague mormon sens,4,neutre
3750,pose b goin az semaine lol,4,neutre
3751,devoir faire,4,neutre
3752,bel journée plage suivre dîner bel rouler,4,neutre
3753,lire,4,neutre
3754,étudier mathématique économie,4,neutre
3755,tigre ours shyt dieu bon serai,4,neutre
3756,,4,neutre
3757,no gusta maison maison min intro,4,neutre
3758,bon aller lit,4,neutre
3759,tir mariage commencer,4,neutre
3760,amusant étirer navigateur regardai,4,neutre
3761,chien chambre,4,neutre
3762,travail nuit journé travail,4,neutre
3763,dormir halo soir partir,4,neutre
3764,côté,4,neutre
3765,watchin grand livre santé,4,neutre
3766,hey non,4,neutre
3767,tir mariage commencer,4,neutre
3768,train gardien,4,neutre
3769,aller médecin niveau glycémi,4,neutre
3770,bâillement désolé sentir mieux bientôt,4,neutre
3771,ivre,4,neutre
3772,voyage baiser vie hahaha,4,neutre
3773,vouloir devoir jouer rôle gar coq,4,neutre
3774,oh ex abit intérieur ex double prix n double durée,4,neutre
3775,cher service régulier alarme contre reconnaître nouveau ton auriculaire,4,neutre
3776,venir long salle drôle,4,neutre
3777,travail,4,neutre
3778,oh darn mandy creed,4,neutre
3779,obama route principal être fermer cause,4,neutre
3780,bel soleil flamboyer trop devoir travailler,4,neutre
3781,tweet être entendre conception marburg radio heure,4,neutre
3782,rentrer maison neige,4,neutre
3783,,4,neutre
3784,matin twitterati grand café bain liste appt beaucoup travail,4,neutre
3785,frapper salle hâter fermer studio foi,4,neutre
3786,vouloir aller travailler lol,4,neutre
3787,boire froid,4,neutre
3788,mangé morceau gâteau ange taffy laffy,4,neutre
3789,revenir quinta demain devoir étrangement,4,neutre
3790,aaaaaaaaaah froid,4,neutre
3791,fonctionne pile faible,4,neutre
3792,prêt dormir mal dormir,4,neutre
3793,ici voyon comptage fonctionner aucun z,4,neutre
3794,besoin mettre wana partir bt nt sure cairo uk bt capable aller tôt bt,4,neutre
3795,chaussette chèvre être user,4,neutre
3796,commun chidambaram george,4,neutre
3797,matin coller nayyy,4,neutre
3798,standard partout trouver canberra,4,neutre
3799,maison gripp ahhh suxz bien fatiguer dormir heure,4,neutre
3800,iv txt you thi morning,4,neutre
3801,comprend dernier tweet,4,neutre
3802,commun chidambaram george bush,4,neutre
3803,changer pouvoir pawith bff audrey,4,neutre
3804,front commencer penser couper partie couper partie front,4,neutre
3805,attendre salon,4,neutre
3806,désinstaller essayer nouveau application évidemment chose bizarre configuration,4,neutre
3807,revenir,4,neutre
3808,spectacle stupide non,4,neutre
3809,xd vivre avoir manger p manque x,4,neutre
3810,trop,4,neutre
3811,trajet koh tao bangkok,4,neutre
3812,être configurer devoir regarder énorme sen chapeau,4,neutre
3813,beaucoup ville natal utiliser connect,4,neutre
3814,xx,4,neutre
3815,faire dt,4,neutre
3816,suppose nombre mouton espéron aller,4,neutre
3817,vraiment besoin nettoyer capteur faire centaine,4,neutre
3818,haha pensai beaucoup vien rentrer vacance x,4,neutre
3819,amygdalite,4,neutre
3820,résulter soft top pouvai devoir sec,4,neutre
3821,oz golem finalement obtenir poids oz,4,neutre
3822,temps warcraft simple jeu groupe savoir veux,4,neutre
3823,sûr vérité demande pèr sumo garde total lol,4,neutre
3824,train souligner jpc,4,neutre
3825,toux toux toux faire moment,4,neutre
3826,long lent jour,4,neutre
3827,commencé shostorie cours dernier semaine jamais finir,4,neutre
3828,désolé,4,neutre
3829,espérer pouvoir regarder certainement trésor national,4,neutre
3830,domaine bloquer akismet,4,neutre
3831,cours,4,neutre
3832,haher vouloir faire,4,neutre
3833,matin gris,4,neutre
3834,obtenir beaucoup temps dentist stresser agréable facile,4,neutre
3835,coke zero mobile site cassé iphon,4,neutre
3836,bruce springsteen lance tourner oz planète non mondial,4,neutre
3837,devoir acheter malachi xx owww endolorir jour,4,neutre
3838,cours dernier touche prochain,4,neutre
3839,sens blog trop devoir partir minute xxx,4,neutre
3840,rentrer travail matin,4,neutre
3841,entraîneur rencontre stupide ressentir cheveux,4,neutre
3842,dormir savoir,4,neutre
3843,épaul douloureux matin,4,neutre
3844,am fatigué peac out m,4,neutre
3845,dire haute voix manqu trou réponse question passer,4,neutre
3846,raison fort envie dessiner illustration nouveau,4,neutre
3847,retourner travail long définitivement dépasser,4,neutre
3848,gohtong jayer using com,4,neutre
3849,menkkthinking regarder filmnull,4,neutre
3850,nah melbourn jour malheureusement,4,neutre
3851,observer repowa premiering théâtre conduisai journaliste tapis,4,neutre
3852,vient single venir single,4,neutre
3853,bon journée fois chibi coincer maison attent colis,4,neutre
3854,vacance réveiller horaire scolaire,4,neutre
3855,tête,4,neutre
3856,combiner mal dent vouloir timbre foot,4,neutre
3857,vien rejoindre twitter connai,4,neutre
3858,souhait,4,neutre
3859,épisode colline nom,4,neutre
3860,samedi,4,neutre
3861,activer activesync compte google synchroniser contact calendrier messagerie jour,4,neutre
3862,bureau jour long,4,neutre
3863,dublin plupart université,4,neutre
3864,borning virus froid bunged oeil squinty bah,4,neutre
3865,google,4,neutre
3866,finir faire vraiment mal chocolat pied,4,neutre
3867,rester regarder héro truc administratif chose apprendre nouveau chose wp heureux mise page,4,neutre
3868,jour partir travail long liste diy faire,4,neutre
3869,aller travail heure,4,neutre
3870,gnite twitter jour cours nuit,4,neutre
3871,aller analyse sang frikking,4,neutre
3872,gêné x,4,neutre
3873,vivre texa cours dernier habla,4,neutre
3874,complètement accro mauvais,4,neutre
3875,essayer finir mélange,4,neutre
3876,aimé,4,neutre
3877,,4,neutre
3878,fermer twitter,4,neutre
3879,friendfeed beta aimer compte twitter,4,neutre
3880,trouver citation répond valoir mieux xoxo,4,neutre
3881,boycottage guerre mod,4,neutre
3882,face tâche gigantesque chose temp,4,neutre
3883,argh pn sy jg vouloir jln sadddddddddddddish,4,neutre
3884,bibliothèqu universitaire faire soupe,4,neutre
3885,personne appeler tapis être aveugler,4,neutre
3886,train mettre jour intéressant set,4,neutre
3887,lutter danse,4,neutre
3888,ummm doi attendre heure matin vidéo,4,neutre
3889,ow ow mal trop jamais,4,neutre
3890,mal accéder cliqu lien rien accéder,4,neutre
3891,vraiment malade,4,neutre
3892,réveiller devoir simplement faire révision,4,neutre
3893,loin tubingen loin,4,neutre
3894,besoin tweet mcintec net arriver mibbit lent,4,neutre
3895,,4,neutre
3896,rêvé chaussure,4,neutre
3897,mot estomac suce,4,neutre
3898,envie classe travail,4,neutre
3899,jour négociation répandre bière ordinateur portable nuit probablement,4,neutre
3900,vien réveiller,4,neutre
3901,train sortir,4,neutre
3902,probablement,4,neutre
3903,malade,4,neutre
3904,amazon download down to much for my cheer,4,neutre
3905,demander soleil aller,4,neutre
3906,réveillé humide fendu joli bain bébé couche,4,neutre
3907,devoir continuer faire,4,neutre
3908,,4,neutre
3909,mac,4,neutre
3910,réveiller reposer refroidir jouer xbo boisson,4,neutre
3911,conscient bob saura,4,neutre
3912,travailler article haut niveau,4,neutre
3913,rien valoir sentiment froid humide obtenir tirer pair bibi humide,4,neutre
3914,yay travail travaill semain lol,4,neutre
3915,dernier saison faire,4,neutre
3916,haaaaa veux mac fromage toooooo hahahaha hey laisser ici suppose oo lol,4,neutre
3917,dommage pouvoir attendre mois vend,4,neutre
3918,,4,neutre
3919,aimer téléphon détest charger,4,neutre
3920,attente téléphoner cisco ip charger,4,neutre
3921,cesser lol,4,neutre
3922,faire modélisation architectural changemer aller intuo m cherche tentant,4,neutre
3923,,4,neutre
3924,détest problème sommeil,4,neutre
3925,sécurité ici,4,neutre
3926,comprend rien twitter,4,neutre
3927,soleil falloir mettre travail,4,neutre
3928,être déni regarder,4,neutre
3929,travailler,4,neutre
3930,devoir configurer chaîne vidéo podcast vérifier lister,4,neutre
3931,umm,4,neutre
3932,firefox hey hey crash,4,neutre
3933,vouloir caméra,4,neutre
3934,,4,neutre
3935,,4,neutre
3936,ici lire article sit ennuyeux twitter soir musiqu,4,neutre
3937,faire,4,neutre
3938,dentist,4,neutre
3939,,4,neutre
3940,fille vue,4,neutre
3941,réunion matin sentir bien finiss demain lendemain,4,neutre
3942,e-mail,4,neutre
3943,magie dimanch contre salford coqu fc sortir terrain,4,neutre
3944,vendre,4,neutre
3945,triop aller,4,neutre
3946,dépendre comprend devon changer bon lol,4,neutre
3947,doc matiner ensuite freecycling,4,neutre
3948,isolé ici beaucoup utiliser réellement,4,neutre
3949,besoin toucher cuisine soir,4,neutre
3950,ressen par chose attendre rhume,4,neutre
3951,amuser nuit payer faire frir oeuf,4,neutre
3952,,4,neutre
3953,ouai labourer nuit dernier rien passer,4,neutre
3954,vien voiture paterniter imminent affect plan,4,neutre
3955,jeûne inachever,4,neutre
3956,vien souhaitai réveiller ny lol,4,neutre
3957,mate heure aller capable virage tardif,4,neutre
3958,question quotidien cerveau ref tw,4,neutre
3959,normalement patch sens minute,4,neutre
3960,tôt éveillé zzz,4,neutre
3961,jouer killzon démo,4,neutre
3962,,4,neutre
3963,manqu gar,4,neutre
3964,,4,neutre
3965,abonner,4,neutre
3966,hontenull,4,neutre
3967,lundi généralement journer,4,neutre
3968,zen sushi déjeuner pleuve,4,neutre
3969,ashley teindre,4,neutre
3970,annoncer lecture gamm,4,neutre
3971,embaucher amuser dernier,4,neutre
3972,voir fille allemand dernier nuit brisbane,4,neutre
3973,lan explosion maison,4,neutre
3974,faire course dentist forage,4,neutre
3975,ennuyeux,4,neutre
3976,rêver faim yumyums,4,neutre
3977,gym ya nouveau salle besoin nouveau nouveau nouveau réserver mercredi woot,4,neutre
